icdcode,description1,description2
6948,Bullous dermatoses,Other bullous dermatoses
6949,Bullous dermatoses,Unspecified
6950,Erythematous conditions,Toxic erythema
6951,Erythematous conditions,Erythema multiforme
6952,Erythematous conditions,Erythema nodosum
6953,Erythematous conditions,Rosacea
6954,Erythematous conditions,Lupus erythematosus
6958,Erythematous conditions,Other erythematous conditions
6959,Erythematous conditions,Unspecified
6960,Psoriasis and similar disorders,Psoriatic arthropathy
6961,Psoriasis and similar disorders,Other psoriasis
6962,Psoriasis and similar disorders,Parapsoriasis
6963,Psoriasis and similar disorders,Pityriasis rosea
6964,Psoriasis and similar disorders,Pityriasis rubra pilaris
6965,Psoriasis and similar disorders,Other and unspecified pityriasis
6968,Psoriasis and similar disorders,Other
6970,Lichen,Lichen planus
6971,Lichen,Lichen nitidus
6978,Lichen,"Other lichen, not elsewhere classified"
6979,Lichen,Unspecified
6980,Pruritus and related conditions,Pruritis ani
6981,Pruritus and related conditions,Pruritis of genital organs
6982,Pruritus and related conditions,Prurigo
6983,Pruritus and related conditions,Lichenification and lichen simplex chronicus
6984,Pruritus and related conditions,Dermatitis factitia [artefacta]
6988,Pruritus and related conditions,Other pruritic conditions
6989,Pruritus and related conditions,Unspecified
7000,Corns and callosities,Corns and callosities
7010,Other hypertrophic and atrophic conditions of skin,Circumscribed scleroderma
7011,Other hypertrophic and atrophic conditions of skin,"Keratoderma, acquired"
7012,Other hypertrophic and atrophic conditions of skin,Acquired acanthosis nigricans
7013,Other hypertrophic and atrophic conditions of skin,Striae atrophicae
7014,Other hypertrophic and atrophic conditions of skin,Keloid scar
7015,Other hypertrophic and atrophic conditions of skin,Other abnormal granulation tissue
7018,Other hypertrophic and atrophic conditions of skin,Other hypertrophic and atrophic conditions of skin
7019,Other hypertrophic and atrophic conditions of skin,Unspecified
7020,Other dermatoses,Other dermatoses
7030,Diseases of nail,Ingrowing nail
7038,Diseases of nail,Other diseases of nail
7039,Diseases of nail,Unspecified
7040,Diseases of hair and hair follicles,Alopecia
7041,Diseases of hair and hair follicles,Hirsutism
7042,Diseases of hair and hair follicles,Abnormalities of the hair
7043,Diseases of hair and hair follicles,Variations in hair colour
7048,Diseases of hair and hair follicles,Other diseases of hair and hair follicles
7049,Diseases of hair and hair follicles,Unspecified
7050,Disorders of sweat glands,Anhidrosis
7051,Disorders of sweat glands,Prickly heat
7058,Disorders of sweat glands,Other disorders of sweat glands
7059,Disorders of sweat glands,Unspecified
7060,Diseases of sebaceous glands,Acne varioliformis
7061,Diseases of sebaceous glands,Other acne
7062,Diseases of sebaceous glands,Sebaceous cyst
7063,Diseases of sebaceous glands,Seborrhoea
7068,Diseases of sebaceous glands,Other disorders of sebaceous glands
7069,Diseases of sebaceous glands,Unspecified
7070,Chronic ulcer of skin,Decubitus ulcer
7071,Chronic ulcer of skin,"Ulcer of lower limbs, except decubitus"
7078,Chronic ulcer of skin,Chronic ulcer of other specified sites
7079,Chronic ulcer of skin,Chronic ulcer of unspecified site
7080,Urticaria,Allergic urticaria
7081,Urticaria,Idiopathic urticaria
7082,Urticaria,Urticaria due to cold and heat
7083,Urticaria,Dermatographic urticaria
7084,Urticaria,Vibratory urticaria
7085,Urticaria,Cholinergic urticaria
7088,Urticaria,Other specified urticaria
7089,Urticaria,Unspecified
7090,Other disorders of skin and subcutaneous tissue,Dyschromia
7091,Other disorders of skin and subcutaneous tissue,Vascular disorders of skin
7092,Other disorders of skin and subcutaneous tissue,Scar conditions and fibrosis of skin
7093,Other disorders of skin and subcutaneous tissue,Degenerative skin disorders
7094,Other disorders of skin and subcutaneous tissue,Foreign body granuloma of skin and subcutaneous tissue
7098,Other disorders of skin and subcutaneous tissue,Other diseases of skin
7099,Other disorders of skin and subcutaneous tissue,Unspecified
7100,Diffuse diseases of connective tissue,Systemic lupus erythematosus
7101,Diffuse diseases of connective tissue,Systemic sclerosis
7102,Diffuse diseases of connective tissue,Sicca syndrome
7103,Diffuse diseases of connective tissue,Dermatomyositis
7104,Diffuse diseases of connective tissue,Polymyositis
7108,Diffuse diseases of connective tissue,Other
7109,Diffuse diseases of connective tissue,Unspecified
7110,Arthropathy associated with infections,Pyogenic arthritis
7111,Arthropathy associated with infections,Arthropathy in Reiter's disease and allied conditions
7112,Arthropathy associated with infections,Arthropathy in Behcet's syndrome
7113,Arthropathy associated with infections,Postdysenteric arthropathy
7114,Arthropathy associated with infections,Arthropathy associated with other bacterial diseases
7115,Arthropathy associated with infections,Arthropathy associated with other viral diseases
7116,Arthropathy associated with infections,Arthropathy associated with mycoses
7117,Arthropathy associated with infections,Arthropathy associated with helminthiasis
7118,Arthropathy associated with infections,Arthropathy associated with other infectious and parasitic diseases
7119,Arthropathy associated with infections,Unspecified infective arthritis
7120,Crystal arthropathies,Gouty arthritis
7121,Crystal arthropathies,Chondrocalcinosis due to dicalcium phosphate crystals
7122,Crystal arthropathies,Chondrocalcinosis due to pyrophosphate crystals
7123,Crystal arthropathies,"Chondrocalcinosis, unspecified"
7128,Crystal arthropathies,Other crystal arthropathies
7129,Crystal arthropathies,Unspecified crystal arthropathy
7130,Arthropathy associated with other disorders classified elsewhere,Arthropathy associated with other endocrine and metabolic disorders
7131,Arthropathy associated with other disorders classified elsewhere,Arthropathy associated with gastrointestinal conditions other than infections
7132,Arthropathy associated with other disorders classified elsewhere,Arthropathy associated with haematological disorders
7133,Arthropathy associated with other disorders classified elsewhere,Arthropathy associated with dermatological disorders
7134,Arthropathy associated with other disorders classified elsewhere,Arthropathy associated with respiratory disorders
7135,Arthropathy associated with other disorders classified elsewhere,Arthropathy associated with neurological disorders
7136,Arthropathy associated with other disorders classified elsewhere,Arthropathy associated with hypersensitivity reaction
7137,Arthropathy associated with other disorders classified elsewhere,Other general diseases with articular involvement
7138,Arthropathy associated with other disorders classified elsewhere,Arthropathy associated with other conditions classified elsewhere
7140,Rheumatoid arthritis and other inflammatory polyarthropathies,Rheumatoid arthritis
7141,Rheumatoid arthritis and other inflammatory polyarthropathies,Felty's syndrome
7142,Rheumatoid arthritis and other inflammatory polyarthropathies,Other rheumatoid arthritis with visceral or systemic involvement
7143,Rheumatoid arthritis and other inflammatory polyarthropathies,Juvenile chronic polyarthritis
7144,Rheumatoid arthritis and other inflammatory polyarthropathies,Chronic postrheumatic arthropathy
7148,Rheumatoid arthritis and other inflammatory polyarthropathies,Other
7149,Rheumatoid arthritis and other inflammatory polyarthropathies,Unspecified
7150,Osteoarthrosis and allied disorders,Generalized
7151,Osteoarthrosis and allied disorders,"Localized, primary"
7152,Osteoarthrosis and allied disorders,"Localized, secondary"
7153,Osteoarthrosis and allied disorders,"Localized, not specified whether primary or secondary"
7158,Osteoarthrosis and allied disorders,Involving or with mention of more than one site but not specified as generalized
7159,Osteoarthrosis and allied disorders,Unspecified whether generalized or localized
7160,Other and unspecified arthropathies,Kaschin-Beck disease
7161,Other and unspecified arthropathies,Traumatic arthropathy
7162,Other and unspecified arthropathies,Allergic arthritis
7163,Other and unspecified arthropathies,Climacteric arthritis
7164,Other and unspecified arthropathies,Transient arthropathy
7165,Other and unspecified arthropathies,Unspecified polyarthropathy or polyarthritis
7166,Other and unspecified arthropathies,Unspecified monoarthritis
7168,Other and unspecified arthropathies,Other specified arthropathy
7169,Other and unspecified arthropathies,Unspecified
7170,Internal derangement of knee,Old bucket handle tear of medial meniscus
7171,Internal derangement of knee,Derangement of anterior horn of medial meniscus
7172,Internal derangement of knee,Derangement of posterior horn of medial meniscus
7173,Internal derangement of knee,Other and unspecified derangement of medial meniscus
7174,Internal derangement of knee,Derangement of lateral meniscus
7175,Internal derangement of knee,"Derangement of meniscus, not elsewhere classified"
