icd_version,cause,cause_description,harmonized_category,harmonized_category_name,classification_confidence
ICD-9a (1979-1984),5140,Pulmonary congestion and hypostasis - Pulmonary congestion and hypostasis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5150,Postinflammatory pulmonary fibrosis - Postinflammatory pulmonary fibrosis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5160,Other alveolar and parietoalveolar pneumopathy - Pulmonary alveolar proteinosis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5162,Other alveolar and parietoalveolar pneumopathy - Pulmonary alveolar microlithiasis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5163,Other alveolar and parietoalveolar pneumopathy - Idiopathic fibrosing alveolitis,other,Other and Unclassified,low
ICD-9a (1979-1984),5168,Other alveolar and parietoalveolar pneumopathy - Other,other,Other and Unclassified,low
ICD-9a (1979-1984),5169,Other alveolar and parietoalveolar pneumopathy - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),5180,Other diseases of lung - Pulmonary collapse,respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),5181,Other diseases of lung - Interstitial emphysema,respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),5183,Other diseases of lung - Pulmonary eosinophilia,respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),5184,"Other diseases of lung - Acute oedema of lung, unspecified",respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5185,Other diseases of lung - Pulmonary insuffiency following trauma and surgery,respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),5188,"Other diseases of lung - Other diseases of lung, not elsewhere classified",respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5190,Other diseases of respiratory system - Tracheostomy malfunction,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5191,"Other diseases of respiratory system - Other diseases of trachea and bronchus, not elsewhere classified",respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),5192,Other diseases of respiratory system - Mediastinitis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5193,"Other diseases of respiratory system - Other diseases of mediastinum, not elsewhere classified",respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5194,Other diseases of respiratory system - Disorders of diaphragm,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5198,"Other diseases of respiratory system - Other diseases of respiratory system, not elsewhere classified",respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5199,Other diseases of respiratory system - Unspecified,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5210,Diseases of hard tissues of teeth - Dental caries,other,Other and Unclassified,low
ICD-9a (1979-1984),5224,Diseases of pulp and periapical tissues - Acute apical periodontitis of pulpal origin,other,Other and Unclassified,low
ICD-9a (1979-1984),5225,Diseases of pulp and periapical tissues - Periapical abscess without sinus,skin,Diseases of the Skin,medium
ICD-9a (1979-1984),5240,"Dentofacial anomalies, including malocclusion - Major anomalies of jaw size",other,Other and Unclassified,low
ICD-9a (1979-1984),5264,Diseases of the jaws - Inflammatory conditions,other,Other and Unclassified,low
ICD-9a (1979-1984),5268,Diseases of the jaws - Other diseases of the jaws,other,Other and Unclassified,low
ICD-9a (1979-1984),5269,Diseases of the jaws - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),5271,Diseases of the salivary glands - Hypertrophy,other,Other and Unclassified,low
ICD-9a (1979-1984),5272,Diseases of the salivary glands - Sialoadenitis,other,Other and Unclassified,low
ICD-9a (1979-1984),5273,Diseases of the salivary glands - Abscess,skin,Diseases of the Skin,medium
ICD-9a (1979-1984),5280,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue - Stomatitis",other,Other and Unclassified,low
ICD-9a (1979-1984),5282,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue - Oral aphthae",other,Other and Unclassified,low
ICD-9a (1979-1984),5283,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue - Cellulitis and abscess",skin,Diseases of the Skin,high
ICD-9a (1979-1984),5286,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue - Leukoplakia of oral mucosa, including tongue",other,Other and Unclassified,low
ICD-9a (1979-1984),5288,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue - Oral submucous fibrosis, including of tongue",other,Other and Unclassified,low
ICD-9a (1979-1984),5289,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue - Other and unspecified",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),5290,Diseases and other conditions of the tongue - Glossitis,other,Other and Unclassified,low
ICD-9a (1979-1984),5298,Diseases and other conditions of the tongue - Other conditions of the tongue,other,Other and Unclassified,low
ICD-9a (1979-1984),5300,Diseases of oesophagus - Achalasia and cardiospasm,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5301,Diseases of oesophagus - Oesophagitis,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5302,Diseases of oesophagus - Ulcer of oesophagus,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5303,Diseases of oesophagus - Stricture and stenosis of oesophagus,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5304,Diseases of oesophagus - Perforation of oesophagus,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5305,Diseases of oesophagus - Dyskinesia of oesophagus,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5306,"Diseases of oesophagus - Diverticulum of oesophagus, acquired",digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5307,Diseases of oesophagus - Gastro-oesophageal laceration-haemorrhage syndrome,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5308,Diseases of oesophagus - Other disorders of oesophagus,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5309,Diseases of oesophagus - Unspecified,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5310,Gastric ulcer - Acute with haemorrhage,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5311,Gastric ulcer - Acute with perforation,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5312,Gastric ulcer - Acute with haemorrhage and perforation,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5313,Gastric ulcer - Acute without mention of haemorrhage or perforation,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5314,Gastric ulcer - Chronic or unspecified with haemorrhage,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5315,Gastric ulcer - Chronic or unspecified with perforation,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5316,Gastric ulcer - Chronic or unspecified with haemorrhage and perforation,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5317,Gastric ulcer - Chronic without mention of haemorrhage or perforation,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5319,"Gastric ulcer - Unspecified as acute or chronic, without mention of haemorrhage or perforation",digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5320,Duodenal ulcer - Acute with haemorrhage,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5321,Duodenal ulcer - Acute with perforation,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5322,Duodenal ulcer - Acute with haemorrhage and perforation,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5323,Duodenal ulcer - Acute without mention of haemorrhage or perforation,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5324,Duodenal ulcer - Chronic or unspecified with haemorrhage,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5325,Duodenal ulcer - Chronic or unspecified with perforation,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5326,Duodenal ulcer - Chronic or unspecified with haemorrhage and perforation,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5327,Duodenal ulcer - Chronic without mention of haemorrhage or perforation,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5329,"Duodenal ulcer - Unspecified as acute or chronic, without mention of haemorrhage or perforation",circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5330,"Peptic ulcer, site unspecified - Acute with haemorrhage",circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5331,"Peptic ulcer, site unspecified - Acute with perforation",digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5333,"Peptic ulcer, site unspecified - Acute without mention of haemorrhage or perforation",circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5334,"Peptic ulcer, site unspecified - Chronic or unspecified with haemorrhage",circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5335,"Peptic ulcer, site unspecified - Chronic or unspecified with perforation",digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5336,"Peptic ulcer, site unspecified - Chronic or unspecified with haemorrhage and perforation",circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5337,"Peptic ulcer, site unspecified - Chronic without mention of haemorrhage or perforation",circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5339,"Peptic ulcer, site unspecified - Unspecified as acute or chronic, without mention of haemorrhage or perforation",circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5340,Gastrojejunal ulcer - Acute with haemorrhage,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5343,Gastrojejunal ulcer - Acute without mention of haemorrhage or perforation,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5344,Gastrojejunal ulcer - Chronic or unspecified with haemorrhage,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5345,Gastrojejunal ulcer - Chronic or unspecified with perforation,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5346,Gastrojejunal ulcer - Chronic or unspecified with haemorrhage and perforation,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5347,Gastrojejunal ulcer - Chronic without mention of haemorrhage or perforation,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5349,"Gastrojejunal ulcer - Unspecified as acute or chronic, without mention of haemorrhage or perforation",circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),5350,Gastritis and duodenitis - Acute gastritis,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5351,Gastritis and duodenitis - Atrophic gastritis,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5352,Gastritis and duodenitis - Gastric mucosal hypertrophy,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5353,Gastritis and duodenitis - Alcoholic gastritis,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5354,Gastritis and duodenitis - Other gastritis,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5355,Gastritis and duodenitis - Unspecified gastritis and gastroduodenitis,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5356,Gastritis and duodenitis - Duodenitis,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5361,Disorders of function of stomach - Acute dilatation of stomach,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5362,Disorders of function of stomach - Habit vomiting,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5368,Disorders of function of stomach - Dyspepsia and other disorders of function of stomach,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5369,Disorders of function of stomach - Unspecified,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5370,Other disorders of stomach and duodenum - Adult hypertrophic pyloric stenosis,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5371,Other disorders of stomach and duodenum - Gastric diverticulum,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5372,Other disorders of stomach and duodenum - Chronic duodenal ileus,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5373,Other disorders of stomach and duodenum - Other obstruction of duodenum,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5374,Other disorders of stomach and duodenum - Fistula of stomach or duodenum,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5375,Other disorders of stomach and duodenum - Gastroptosis,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5378,Other disorders of stomach and duodenum - Other,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5379,Other disorders of stomach and duodenum - Unspecified,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5400,Acute appendicitis - Acute appendicitis with generalized peritonitis,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5401,Acute appendicitis - With peritoneal abscess,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5409,Acute appendicitis - Without mention of peritonitis,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),5410,"Appendicitis, unqualified - Appendicitis, unqualified",digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5420,Other appendicitis - Other appendicitis,digestive,Diseases of the Digestive System,medium
ICD-9a (1979-1984),5430,Other diseases of appendix - Other diseases of appendix,other,Other and Unclassified,low
