code,icd_version,harmonized_category,harmonized_category_name,classification_confidence,notes
7108,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diffuse diseases of connective tissue - Other
7109,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Diffuse diseases of connective tissue - Unspecified
7168,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified arthropathies - Other specified arthropathy
7169,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified arthropathies - Unspecified
7173,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Internal derangement of knee - Other and unspecified derangement of medial meniscus
7179,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Internal derangement of knee - Unspecified
7200,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Ankylosing spondylitis and other inflammatory spondylopathies - Ankylosing spondylitis
7209,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Ankylosing spondylitis and other inflammatory spondylopathies - Unspecified inflammatory spondylopathy
7210,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Spondylosis and allied disorders - Cervical spondylosis without myelopathy
7211,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Spondylosis and allied disorders - Cervical spondylosis with myelopathy
7213,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Spondylosis and allied disorders - Lumbosacral spondylosis without myelopathy
7214,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Spondylosis and allied disorders - Thoracic or lumbar spondylosis with myelopathy
7216,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Spondylosis and allied disorders - Ankylosing vertebral hyperostosis
7219,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Spondylosis and allied disorders - Spondylosis of unspecified site
7220,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Intervertebral disc disorders - Displacement of cervical intervertebral disc without myelopathy
7221,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Intervertebral disc disorders - Displacement of thoracic or lumbar intervertebral disc without myelopathy
7222,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Intervertebral disc disorders - Displacement of intervertebral disc, site unspecified, without myelopathy"
7224,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Intervertebral disc disorders - Degeneration of cervical intervertebral disc
7225,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Intervertebral disc disorders - Degeneration of thoracic or lumbar intervertebral disc
7226,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Intervertebral disc disorders - Degeneration of intervertebral disc, site unspecified"
7227,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Intervertebral disc disorders - Intervertebral disc disorder with myelopathy
7229,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Intervertebral disc disorders - Other and unspecified disc disorder
7239,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other disorders of cervical region - Unspecified disorders and symptoms referable to neck
7242,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified disorders of back - Lumbago
7243,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified disorders of back - Sciatica
7245,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Other and unspecified disorders of back - Backache, unspecified"
7246,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified disorders of back - Disorders of sacrum
7249,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified disorders of back - Unspecified back disorders
7263,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Peripheral enthesopathies and allied syndromes - Enthesopathy of elbow region
7266,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Peripheral enthesopathies and allied syndromes - Enthesopathy of knee
7267,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Peripheral enthesopathies and allied syndromes - Enthesopathy of ankle and tarsus
7269,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Peripheral enthesopathies and allied syndromes - Unspecified enthesopathy
7271,ICD-9a (1979-1984),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Other disorders of synovium, tendon and bursa - Bunion"
7273,ICD-9a (1979-1984),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Other disorders of synovium, tendon and bursa - Other bursitis"
7279,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Other disorders of synovium, tendon and bursa - Unspecified"
7291,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Other disorders of soft tissues - Myalgia and myositis, unspecified"
7293,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Other disorders of soft tissues - Panniculitis, unspecified"
7294,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Other disorders of soft tissues - Fasciitis, unspecified"
730,ICD-9a (1979-1984),other,Other and Unclassified,override,
7350,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Acquired deformities of toe - Hallux valgus (acquired)
7366,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other acquired deformities of limbs - Other acquired deformities of knee
7368,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other acquired deformities of limbs - Acquired deformities of other parts of limbs
7400,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Anencephalus and similar anomalies - Anencephalus
7402,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Anencephalus and similar anomalies - Iniencephaly
748,ICD-9a (1979-1984),other,Other and Unclassified,override,
750,ICD-9a (1979-1984),other,Other and Unclassified,override,
7799,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and ill-defined conditions originating in the perinatal period - Unspecified
7800,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: General symptoms - Coma and stupor
7802,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: General symptoms - Syncope and collapse
7806,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: General symptoms - Pyrexia of unknown origin
7807,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: General symptoms - Malaise and fatigue
7809,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: General symptoms - Other
7824,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Symptoms involving skin and other integumentary tissue - Jaundice unspecified, not of newborn"
783,ICD-9a (1979-1984),other,Other and Unclassified,override,
7830,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Symptoms concerning nutrition, metabolism and development - Anorexia"
7842,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Symptoms involving head and neck - Swelling, mass or lump in head and neck"
7847,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Symptoms involving head and neck - Epistaxis
785,ICD-9a (1979-1984),other,Other and Unclassified,override,
7890,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other symptoms involving abdomen and pelvis - Abdominal pain
7895,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other symptoms involving abdomen and pelvis - Ascites
7899,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other symptoms involving abdomen and pelvis - Other
7907,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Nonspecific findings on examination of blood - Bacteraemia, unspecified"
7908,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Nonspecific findings on examination of blood - Viraemia, unspecified"
7913,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Nonspecific findings on examination of urine - Myoglobinuria
7957,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Nonspecific abnormal histological and immunological findings - Other nonspecific immunological findings
7980,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Sudden death, cause unknown - Sudden infant death syndrome"
7981,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Sudden death, cause unknown - Instantaneous death"
7989,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Sudden death, cause unknown - Unattended death"
7990,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other ill-defined and unknown causes of morbidity and mortality - Asphyxia
7991,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other ill-defined and unknown causes of morbidity and mortality - Respiratory failure
7993,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Other ill-defined and unknown causes of morbidity and mortality - Debility, unspecified"
7994,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other ill-defined and unknown causes of morbidity and mortality - Cachexia
7998,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other ill-defined and unknown causes of morbidity and mortality - Other ill-defined conditions
7999,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other ill-defined and unknown causes of morbidity and mortality - Unknown cause
8052,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hit by rolling stock - Pedestrian hit
8058,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hit by rolling stock - Other specified person
8059,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Hit by rolling stock - Unspecified person
839,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,
8524,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other sedatives and hypnotics - Glutethimide group
8710,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Foreign object left in body during procedure - Surgical operation
8711,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Foreign object left in body during procedure - Infusion or transfusion
8719,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Foreign object left in body during procedure - Unspecified
8721,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Failure of sterile precautions during procedure - Infusion or transfusion
8730,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Failure in dosage - Excessive amount of blood or other fluid during transfusion or infusion
8731,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Failure in dosage - Incorrect dilution of fluid during infusion
8740,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Mechanical failure of instrument or apparatus during procedure - Surgical operation
8741,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Mechanical failure of instrument or apparatus during procedure - Infusion and transfusion
8743,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Mechanical failure of instrument or apparatus during procedure - Endoscopic examination
8748,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Mechanical failure of instrument or apparatus during procedure - Other
8749,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Mechanical failure of instrument or apparatus during procedure - Unspecified
8750,ICD-9a (1979-1984),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Contaminated or infected blood, other fluid, drug or biological substance - Contaminated substance transfused or infused"
8760,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified misadventures during medical care - Mismatched blood in transfusion
