code,description
8709,"Accidental cut, puncture, perforation or haemorrhage during medical care - Unspecified"
8681,Accidental poisoning by other utility gas and other carbon monoxide - Other and unspecified utility gas
8708,"Accidental cut, puncture, perforation or haemorrhage during medical care - Other"
8683,Accidental poisoning by other utility gas and other carbon monoxide - Carbon monoxide from incomplete combustion of other domestic fuels
8688,Accidental poisoning by other utility gas and other carbon monoxide - Carbon monoxide from other sources
8689,Accidental poisoning by other utility gas and other carbon monoxide - Unspecified carbon monoxide
8690,Accidental poisoning by other gases and vapours - Nitrogen oxides
8691,Accidental poisoning by other gases and vapours - Sulphur dioxide
8692,Accidental poisoning by other gases and vapours - Freon
8693,Accidental poisoning by other gases and vapours - Lacrimogenic gas [tear gas]
8698,Accidental poisoning by other gases and vapours - Other specified gases and vapours
8699,Accidental poisoning by other gases and vapours - Unspecified gases and vapourS
8700,"Accidental cut, puncture, perforation or haemorrhage during medical care - Surgical operation"
8701,"Accidental cut, puncture, perforation or haemorrhage during medical care - Infusion or transfusion"
8702,"Accidental cut, puncture, perforation or haemorrhage during medical care - Kidney dialysis or other perfusion"
8703,"Accidental cut, puncture, perforation or haemorrhage during medical care - Injection or vaccination"
8704,"Accidental cut, puncture, perforation or haemorrhage during medical care - Endoscopic examination"
8705,"Accidental cut, puncture, perforation or haemorrhage during medical care - Aspiration of fluid or tissue, puncture and catheterization (any, except heart catheterization)"
8706,"Accidental cut, puncture, perforation or haemorrhage during medical care - Heart catheterization"
8707,"Accidental cut, puncture, perforation or haemorrhage during medical care - Administration of enema"
8730,Failure in dosage - Excessive amount of blood or other fluid during transfusion or infusion
8731,Failure in dosage - Incorrect dilution of fluid during infusion
8732,Failure in dosage - Overdose of radiation in therapy
8733,Failure in dosage - Inadvertent exposure of patient to radiation during medical care
8762,Other and unspecified misadventures during medical care - Failure in suture and ligature during surgical operation
8763,Other and unspecified misadventures during medical care - Endotracheal tube wrongly placed during anaesthetic procedure
8764,Other and unspecified misadventures during medical care - Failure to introduce or to remove other tube or instrument
8765,Other and unspecified misadventures during medical care - Performance of inappropriate operation
8768,Other and unspecified misadventures during medical care - Other specified misadventures
8769,Other and unspecified misadventures during medical care - Unspecified misadventure
8780,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation - Surgical operation with transplant of whole organ"
8781,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation - Surgical operation with implant of artificial internal device"
8782,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation - Surgical operation with anastomosis, bypass or graft, with natural or artificial tissues used as implant"
8783,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation - Surgical operation with formation of external stoma"
8784,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation - Other restorative surgery"
8785,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation - Amputation of limb(s)"
8786,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation - Removal of other organ (partial) (total)"
8788,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation - Other"
8789,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation - Unspecified"
8790,"Other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal patient reaction, or of later complication - Cardiac catheterization"
8791,"Other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal patient reaction, or of later complication - Kidney dialysis"
8761,Other and unspecified misadventures during medical care - Wrong fluid in infusion
8760,Other and unspecified misadventures during medical care - Mismatched blood in transfusion
8759,"Contaminated or infected blood, other fluid, drug or biological substance - Unspecified"
8742,Mechanical failure of instrument or apparatus during procedure - Kidney dialysis and other perfusion
8734,Failure in dosage - Failure in dosage in electroshock or insulin-shock therapy
8735,Failure in dosage - Inappropriate [too hot or too cold] temperature in local application and packing
8736,Failure in dosage - Nonadministration of necessary drug or medicament
8738,Failure in dosage - Other
8739,Failure in dosage - Unspecified
8740,Mechanical failure of instrument or apparatus during procedure - Surgical operation
8741,Mechanical failure of instrument or apparatus during procedure - Infusion and transfusion
8743,Mechanical failure of instrument or apparatus during procedure - Endoscopic examination
8758,"Contaminated or infected blood, other fluid, drug or biological substance - Other"
8744,"Mechanical failure of instrument or apparatus during procedure - Aspiration of fluid or tissue, puncture and catheterization (any, except heart catheterization)"
8745,Mechanical failure of instrument or apparatus during procedure - Heart catheterization
8748,Mechanical failure of instrument or apparatus during procedure - Other
8749,Mechanical failure of instrument or apparatus during procedure - Unspecified
8750,"Contaminated or infected blood, other fluid, drug or biological substance - Contaminated substance transfused or infused"
8751,"Contaminated or infected blood, other fluid, drug or biological substance - Contaminated substance injected or used for vaccination"
8752,"Contaminated or infected blood, other fluid, drug or biological substance - Contaminated drug or biological substance administered by other means"
8682,Accidental poisoning by other utility gas and other carbon monoxide - Motor vehicle exhaust gas
8680,Accidental poisoning by other utility gas and other carbon monoxide - Liquefied petroleum gas distributed in mobile containers
9288,Other and unspecified environmental and accidental causes - Other
8584,Accidental poisoning by other drugs - Agents primarily affecting gastrointestinal system
8586,Accidental poisoning by other drugs - Agents primarily acting on the smooth and skeletal muscles and respiratory system
8587,"Accidental poisoning by other drugs - Agents primarily affecting skin or mucous membrane,ophthlmological, otorhinolaryngological and dental drugs"
8588,Accidental poisoning by other drugs - Other
8589,Accidental poisoning by other drugs - Unspecified
8600,"Accidental poisoning by alcohol, not elsewhere classified - Alcoholic beverages"
